Time,Open,High,Low,Last,Change,%Chg,Volume
"2023-11-26 21:38",15942.75,15943.25,15941.75,15942.75,-0.25,0.00%,94
"2023-11-26 21:39",15942.5,15942.75,15941.75,15942,-0.75,0.00%,58
"2023-11-26 21:40",15942,15942.5,15941,15941.75,-0.25,0.00%,96
"2023-11-26 21:41",15941.25,15942,15940,15941.75,0,0.00%,103
"2023-11-26 21:42",15941.75,15944.75,15941.75,15944.5,2.75,+0.02%,174
"2023-11-26 21:43",15944.5,15947.75,15944.25,15946,1.5,+0.01%,481
"2023-11-26 21:44",15946,15946.25,15944.5,15945,-1.,-0.01%,106
"2023-11-26 21:45",15945,15945,15944,15944.5,-0.5,0.00%,72
"2023-11-26 21:46",15944.5,15944.75,15943.75,15944.5,0,0.00%,83
"2023-11-26 21:47",15944.25,15944.25,15943,15943.5,-1.,-0.01%,108
"2023-11-26 21:48",15944,15945,15943.75,15944,0.5,0.00%,84
"2023-11-26 21:49",15944,15944,15942.75,15943,-1.,-0.01%,52
"2023-11-26 21:50",15943,15944.5,15942,15944.25,1.25,+0.01%,106
"2023-11-26 21:51",15943.75,15944,15943.5,15943.5,-0.75,0.00%,44
"2023-11-26 21:52",15943.5,15944,15943.5,15943.5,0,0.00%,24
"2023-11-26 21:53",15944,15944.5,15943.25,15944.5,1,+0.01%,62
"2023-11-26 21:54",15944.75,15946,15944.75,15945.75,1.25,+0.01%,70
"2023-11-26 21:55",15945.25,15946.75,15945.25,15946.5,0.75,0.00%,121
"2023-11-26 21:56",15946.5,15947,15945.25,15945.25,-1.25,-0.01%,105
"2023-11-26 21:57",15945,15946.25,15944.75,15945.75,0.5,0.00%,59
"2023-11-26 21:58",15945.75,15946,15945.25,15946,0.25,0.00%,29
"2023-11-26 21:59",15946.25,15946.75,15945.5,15945.5,-0.5,0.00%,82
"2023-11-26 22:00",15945.75,15946.5,15945.25,15946.5,1,+0.01%,85
"2023-11-26 22:01",15946,15946.5,15945,15945.75,-0.75,0.00%,86
"2023-11-26 22:02",15946.25,15947.25,15946.25,15947,1.25,+0.01%,71
"2023-11-26 22:03",15946.75,15947.25,15946,15946.5,-0.5,0.00%,57
"2023-11-26 22:04",15946.25,15946.75,15946,15946.5,0,0.00%,52
"2023-11-26 22:05",15947,15947.5,15946.5,15947,0.5,0.00%,67
"2023-11-26 22:06",15947.25,15947.5,15946.5,15946.75,-0.25,0.00%,47
"2023-11-26 22:07",15946.5,15947,15946.25,15947,0.25,0.00%,51
"2023-11-26 22:08",15946.5,15947,15946.5,15947,0,0.00%,14
"2023-11-26 22:09",15946.75,15946.75,15945.5,15945.75,-1.25,-0.01%,35
"2023-11-26 22:10",15945.5,15946.75,15945.5,15946.25,0.5,0.00%,76
"2023-11-26 22:11",15946.5,15946.5,15945.5,15945.5,-0.75,0.00%,42
"2023-11-26 22:12",15945.5,15946.5,15945.25,15946.5,1,+0.01%,58
"2023-11-26 22:13",15945.5,15945.5,15944.25,15944.75,-1.75,-0.01%,58
"2023-11-26 22:14",15944.5,15945.5,15944.5,15945.25,0.5,0.00%,49
"2023-11-26 22:15",15945.5,15947,15945.5,15947,1.75,+0.01%,50
"2023-11-26 22:16",15947,15948.5,15946.75,15948.5,1.5,+0.01%,122
"2023-11-26 22:17",15948.25,15948.25,15947.75,15947.75,-0.75,0.00%,82
"2023-11-26 22:18",15947.5,15948,15947.5,15948,0.25,0.00%,42
"2023-11-26 22:19",15948,15948,15947.25,15947.5,-0.5,0.00%,32
"2023-11-26 22:20",15947.75,15949,15947.5,15948.25,0.75,0.00%,95
"2023-11-26 22:21",15948.25,15948.75,15948,15948.25,0,0.00%,51
"2023-11-26 22:22",15948.5,15949.25,15948.5,15949.25,1,+0.01%,60
"2023-11-26 22:23",15949.25,15949.5,15948.25,15949,-0.25,0.00%,75
"2023-11-26 22:24",15948.75,15948.75,15947.75,15947.75,-1.25,-0.01%,50
"2023-11-26 22:25",15948.25,15948.5,15947.75,15947.75,0,0.00%,51
"2023-11-26 22:26",15947.75,15948.75,15947.5,15948.75,1,+0.01%,56
"2023-11-26 22:27",15949,15949,15947.5,15947.75,-1.,-0.01%,54
"2023-11-26 22:28",15947.75,15948.5,15947.75,15948.5,0.75,0.00%,23
"2023-11-26 22:29",15948.25,15948.75,15947.5,15948.75,0.25,0.00%,43
"2023-11-26 22:30",15948.5,15949.25,15948.5,15949.25,0.5,0.00%,63
"2023-11-26 22:31",15949,15949.25,15948.25,15948.25,-1.,-0.01%,31
"2023-11-26 22:32",15948.5,15949,15948.25,15949,0.75,0.00%,40
"2023-11-26 22:33",15949,15949.25,15948.5,15948.75,-0.25,0.00%,31
"2023-11-26 22:34",15948.75,15949.5,15948.75,15949.25,0.5,0.00%,30
"2023-11-26 22:35",15949,15949.5,15948.5,15948.5,-0.75,0.00%,45
"2023-11-26 22:36",15948.75,15948.75,15947,15947.5,-1.,-0.01%,126
"2023-11-26 22:37",15947.25,15947.5,15947.25,15947.25,-0.25,0.00%,54
"2023-11-26 22:38",15947.5,15948,15947.25,15947.25,0,0.00%,29
"2023-11-26 22:39",15947.75,15948,15946.75,15947,-0.25,0.00%,125
"2023-11-26 22:40",15946.75,15949.75,15946.75,15949.75,2.75,+0.02%,100
"2023-11-26 22:41",15949.75,15951,15949,15950.75,1,+0.01%,195
"2023-11-26 22:42",15950.75,15951,15950,15951,0.25,0.00%,66
"2023-11-26 22:43",15951,15951,15950.25,15950.75,-0.25,0.00%,45
"2023-11-26 22:44",15950.5,15950.75,15950,15950.25,-0.5,0.00%,36
"2023-11-26 22:45",15950.5,15950.75,15949,15949.25,-1.,-0.01%,94
"2023-11-26 22:46",15949,15950.5,15949,15950.25,1,+0.01%,59
"2023-11-26 22:47",15950,15950.75,15949.75,15950.5,0.25,0.00%,45
"2023-11-26 22:48",15950.25,15950.5,15949.5,15950.5,0,0.00%,45
"2023-11-26 22:49",15950.25,15950.5,15948.75,15949.25,-1.25,-0.01%,52
"2023-11-26 22:50",15949.25,15949.75,15949,15949.75,0.5,0.00%,35
"2023-11-26 22:51",15949.75,15951,15949,15950.25,0.5,0.00%,112
"2023-11-26 22:52",15950,15950,15949.5,15949.5,-0.75,0.00%,25
"2023-11-26 22:53",15949.75,15949.75,15948,15948.25,-1.25,-0.01%,81
"2023-11-26 22:54",15948,15949,15947.25,15948.5,0.25,0.00%,111
"2023-11-26 22:55",15948.75,15950.5,15948.25,15950.5,2,+0.01%,54
"2023-11-26 22:56",15950.75,15950.75,15949,15949.25,-1.25,-0.01%,51
"2023-11-26 22:57",15949,15949,15948,15948.5,-0.75,0.00%,50
"2023-11-26 22:58",15948.25,15948.75,15947,15947.25,-1.25,-0.01%,131
"2023-11-26 22:59",15946.75,15947.5,15946.25,15947.25,0,0.00%,156
"2023-11-26 23:00",15947.5,15948,15946.25,15946.75,-0.5,0.00%,74
"2023-11-26 23:01",15947,15947.25,15945.25,15945.75,-1.,-0.01%,115
"2023-11-26 23:02",15945.5,15945.75,15944.25,15944.5,-1.25,-0.01%,133
"2023-11-26 23:03",15944.75,15945.25,15943.75,15944.25,-0.25,0.00%,140
"2023-11-26 23:04",15944,15944,15942.75,15944,-0.25,0.00%,152
"2023-11-26 23:05",15943.75,15944.25,15943.25,15944,0,0.00%,88
"2023-11-26 23:06",15944,15944.25,15943,15943,-1.,-0.01%,40
"2023-11-26 23:07",15943.25,15943.25,15942,15943,0,0.00%,95
"2023-11-26 23:08",15942.25,15943,15941.5,15942.25,-0.75,0.00%,122
"2023-11-26 23:09",15941.75,15942.75,15941.5,15942,-0.25,0.00%,76
"2023-11-26 23:10",15941.75,15942.75,15940,15940.25,-1.75,-0.01%,293
"2023-11-26 23:11",15940.5,15942.25,15940.25,15940.75,0.5,0.00%,170
"2023-11-26 23:12",15940.75,15942,15940.75,15941.75,1,+0.01%,65
"2023-11-26 23:13",15941.5,15942.25,15941,15942,0.25,0.00%,26
"2023-11-26 23:14",15942.25,15943.75,15942,15943.75,1.75,+0.01%,126
"2023-11-26 23:15",15944,15944.5,15942.5,15943.5,-0.25,0.00%,109
"2023-11-26 23:16",15943.5,15944.25,15942.25,15942.25,-1.25,-0.01%,84
"2023-11-26 23:17",15942.25,15943.25,15942,15943.25,1,+0.01%,88
"2023-11-26 23:18",15943.25,15944,15943,15943.25,0,0.00%,54
"2023-11-26 23:19",15943.25,15944,15943,15943.5,0.25,0.00%,75
"2023-11-26 23:20",15943.75,15944.5,15943.25,15943.25,-0.25,0.00%,55
"2023-11-26 23:21",15943.25,15944,15942.5,15944,0.75,0.00%,86
"2023-11-26 23:22",15943.75,15944,15942.75,15943.25,-0.75,0.00%,36
"2023-11-26 23:23",15943,15943.5,15942,15942,-1.25,-0.01%,82
"2023-11-26 23:24",15942,15943,15940.5,15941.5,-0.5,0.00%,175
"2023-11-26 23:25",15941.5,15947.25,15941.5,15946.75,5.25,+0.03%,503
"2023-11-26 23:26",15946.75,15948.75,15944.75,15947.25,0.5,0.00%,418
"2023-11-26 23:27",15947.75,15948.5,15946.25,15946.5,-0.75,0.00%,146
"2023-11-26 23:28",15946.5,15946.5,15945.25,15945.75,-0.75,0.00%,64
"2023-11-26 23:29",15945.25,15945.25,15942.25,15942.75,-3.,-0.02%,172
"2023-11-26 23:30",15942.5,15946.75,15942.5,15946.25,3.5,+0.02%,132
"2023-11-26 23:31",15946.5,15948.5,15946.5,15947.75,1.5,+0.01%,187
"2023-11-26 23:32",15948,15949.25,15947.75,15948.25,0.5,0.00%,137
"2023-11-26 23:33",15948.25,15949,15947.5,15948,-0.25,0.00%,45
"2023-11-26 23:34",15948,15948.25,15947.75,15948.25,0.25,0.00%,35
"2023-11-26 23:35",15948.25,15948.5,15947,15947.75,-0.5,0.00%,43
"2023-11-26 23:36",15948,15948,15947.25,15947.5,-0.25,0.00%,47
"2023-11-26 23:37",15947.75,15948.25,15947.5,15947.75,0.25,0.00%,28
"2023-11-26 23:38",15947.5,15948,15947,15947.25,-0.5,0.00%,59
"2023-11-26 23:39",15947.25,15948,15947.25,15947.5,0.25,0.00%,8
"2023-11-26 23:40",15947.25,15949,15947.25,15949,1.5,+0.01%,123
"2023-11-26 23:41",15949,15950.25,15949,15950,1,+0.01%,170
"2023-11-26 23:42",15950,15953.25,15949.75,15952,2,+0.01%,528
"2023-11-26 23:43",15952.25,15953,15950.75,15951.25,-0.75,0.00%,283
"2023-11-26 23:44",15951.25,15951.5,15949.75,15950.25,-1.,-0.01%,102
"2023-11-26 23:45",15949.75,15950.75,15949.5,15950.25,0,0.00%,114
"2023-11-26 23:46",15950.25,15951,15950,15950.5,0.25,0.00%,81
"2023-11-26 23:47",15950.75,15950.75,15948.5,15949,-1.5,-0.01%,97
"2023-11-26 23:48",15949.5,15951.25,15949,15951.25,2.25,+0.01%,50
"2023-11-26 23:49",15951,15951,15950,15950,-1.25,-0.01%,47
"2023-11-26 23:50",15950,15950.25,15949,15949.25,-0.75,0.00%,53
"2023-11-26 23:51",15949,15949,15946.75,15946.75,-2.5,-0.02%,152
"2023-11-26 23:52",15946.75,15947.5,15946.5,15946.75,0,0.00%,103
"2023-11-26 23:53",15946.75,15947.25,15946.25,15946.75,0,0.00%,115
"2023-11-26 23:54",15946.75,15947.5,15945.5,15946.25,-0.5,0.00%,95
"2023-11-26 23:55",15946.25,15946.25,15945.25,15945.75,-0.5,0.00%,61
"2023-11-26 23:56",15945.75,15946,15944.25,15944.5,-1.25,-0.01%,132
"2023-11-26 23:57",15944.75,15945,15942.25,15943,-1.5,-0.01%,177
"2023-11-26 23:58",15943.25,15943.5,15941.5,15943,0,0.00%,259
"2023-11-26 23:59",15943,15944,15940.75,15941.25,-1.75,-0.01%,175
"2023-11-27 00:00",15941.5,15944,15940.75,15944,2.75,+0.02%,159
"2023-11-27 00:01",15944,15945.5,15943.5,15945.25,1.25,+0.01%,147
"2023-11-27 00:02",15945,15945.75,15944.25,15945,-0.25,0.00%,84
"2023-11-27 00:03",15945.25,15945.5,15944.75,15945.5,0.5,0.00%,67
"2023-11-27 00:04",15945,15945.5,15944.25,15944.75,-0.75,0.00%,87
"2023-11-27 00:05",15944.75,15945.75,15944.5,15945.25,0.5,0.00%,65
"2023-11-27 00:06",15945.25,15947.5,15945.25,15947,1.75,+0.01%,155
"2023-11-27 00:07",15946.5,15947.5,15946,15947.5,0.5,0.00%,70
"2023-11-27 00:08",15947.75,15950.25,15947.5,15950,2.5,+0.02%,202
"2023-11-27 00:09",15950,15951,15949,15950.25,0.25,0.00%,142
"2023-11-27 00:10",15950.25,15952.25,15949.75,15952.25,2,+0.01%,130
"2023-11-27 00:11",15951.75,15952.25,15950.75,15951.5,-0.75,0.00%,129
"2023-11-27 00:12",15951.5,15952,15950,15951.25,-0.25,0.00%,122
"2023-11-27 00:13",15951,15953,15951,15952.25,1,+0.01%,70
"2023-11-27 00:14",15952.5,15954,15952,15953.5,1.25,+0.01%,207
"2023-11-27 00:15",15953,15953.25,15952,15952.25,-1.25,-0.01%,106
"2023-11-27 00:16",15952.25,15952.5,15950.75,15952.5,0.25,0.00%,116
"2023-11-27 00:17",15952.5,15953,15951.5,15952,-0.5,0.00%,64
"2023-11-27 00:18",15951.25,15953.25,15951,15952.75,0.75,0.00%,78
"2023-11-27 00:19",15952.5,15952.75,15952,15952.5,-0.25,0.00%,26
"2023-11-27 00:20",15952.75,15954.5,15952.5,15954.5,2,+0.01%,101
"2023-11-27 00:21",15954,15957.25,15954,15955.5,1,+0.01%,415
"2023-11-27 00:22",15955.75,15956,15954,15954.25,-1.25,-0.01%,111
"2023-11-27 00:23",15954.5,15956.25,15954.5,15955.5,1.25,+0.01%,54
"2023-11-27 00:24",15955.5,15956.75,15955.25,15955.5,0,0.00%,90
"2023-11-27 00:25",15955.25,15956.5,15955,15956,0.5,0.00%,79
"2023-11-27 00:26",15956,15957,15955.5,15957,1,+0.01%,66
"2023-11-27 00:27",15956.5,15958,15956.5,15956.75,-0.25,0.00%,144
"2023-11-27 00:28",15957,15957.5,15956.25,15956.75,0,0.00%,90
"2023-11-27 00:29",15957,15957.75,15955.25,15955.5,-1.25,-0.01%,183
"2023-11-27 00:30",15955.75,15956.75,15954.75,15955.5,0,0.00%,68
"2023-11-27 00:31",15955.5,15955.5,15952,15952.5,-3.,-0.02%,198
"2023-11-27 00:32",15952.5,15954.75,15951.75,15953.75,1.25,+0.01%,263
"2023-11-27 00:33",15954.25,15954.25,15952.75,15953.25,-0.5,0.00%,141
"2023-11-27 00:34",15953.25,15955,15953.25,15954.5,1.25,+0.01%,79
"2023-11-27 00:35",15954.5,15955,15952.75,15953.25,-1.25,-0.01%,76
"2023-11-27 00:36",15953,15954,15952.5,15953.25,0,0.00%,109
"2023-11-27 00:37",15954,15954,15952.25,15952.5,-0.75,0.00%,44
"2023-11-27 00:38",15953,15953.5,15952,15953.25,0.75,0.00%,53
"2023-11-27 00:39",15953.25,15953.5,15951.5,15952,-1.25,-0.01%,134
"2023-11-27 00:40",15952,15952.5,15950.25,15951.5,-0.5,0.00%,238
"2023-11-27 00:41",15951.5,15953,15951,15953,1.5,+0.01%,68
"2023-11-27 00:42",15953,15953.75,15952.25,15953,0,0.00%,65
"2023-11-27 00:43",15952.75,15953.25,15952.25,15952.75,-0.25,0.00%,63
"2023-11-27 00:44",15952.75,15953,15952.25,15953,0.25,0.00%,47
"2023-11-27 00:45",15952.75,15954.75,15952.75,15954,1,+0.01%,144
"2023-11-27 00:46",15953.75,15954.25,15952,15952.75,-1.25,-0.01%,93
"2023-11-27 00:47",15952.5,15957,15952.5,15955.75,3,+0.02%,171
"2023-11-27 00:48",15955.5,15956.75,15955,15955.25,-0.5,0.00%,56
"2023-11-27 00:49",15955.5,15957,15955.5,15956.75,1.5,+0.01%,48
"2023-11-27 00:50",15957,15957.5,15955.5,15955.75,-1.,-0.01%,76
"2023-11-27 00:51",15955.75,15956.5,15955.5,15956.5,0.75,0.00%,101
"2023-11-27 00:52",15956.5,15956.75,15955.5,15955.5,-1.,-0.01%,98
"2023-11-27 00:53",15955.75,15955.75,15954.25,15954.25,-1.25,-0.01%,85
"2023-11-27 00:54",15954.25,15955.75,15954,15955.25,1,+0.01%,48
"2023-11-27 00:55",15955,15956.5,15954.75,15956.5,1.25,+0.01%,41
"2023-11-27 00:56",15956.25,15958.25,15956.25,15957.5,1,+0.01%,148
"2023-11-27 00:57",15958,15958,15957.25,15957.5,0,0.00%,52
"2023-11-27 00:58",15957.25,15957.25,15955,15955.75,-1.75,-0.01%,132
"2023-11-27 00:59",15955.75,15956.5,15955.5,15956,0.25,0.00%,107
"2023-11-27 01:00",15956,15961.5,15956,15960.5,4.5,+0.03%,714
"2023-11-27 01:01",15960.5,15963,15960.5,15962.75,2.25,+0.01%,447
"2023-11-27 01:02",15962.5,15965,15961.5,15965,2.25,+0.01%,314
"2023-11-27 01:03",15965,15966,15964.5,15966,1,+0.01%,395
"2023-11-27 01:04",15965.75,15968.5,15962.5,15967.75,1.75,+0.01%,876
"2023-11-27 01:05",15967.75,15968.75,15966.5,15967,-0.75,0.00%,348
"2023-11-27 01:06",15967.25,15968.75,15966.5,15967.5,0.5,0.00%,193
"2023-11-27 01:07",15968,15968.5,15966.25,15968,0.5,0.00%,229
"2023-11-27 01:08",15968,15968.75,15966.75,15967.25,-0.75,0.00%,151
"2023-11-27 01:09",15967.25,15968,15967,15967.5,0.25,0.00%,65
"2023-11-27 01:10",15968.25,15971,15968.25,15969.75,2.25,+0.01%,577
"2023-11-27 01:11",15969.75,15970.75,15967.75,15970.75,1,+0.01%,158
"2023-11-27 01:12",15970.75,15973,15970,15972.25,1.5,+0.01%,269
"2023-11-27 01:13",15972.75,15974.25,15971.75,15973.25,1,+0.01%,372
"2023-11-27 01:14",15973.25,15974,15972,15973.75,0.5,0.00%,148
"2023-11-27 01:15",15973.75,15974.75,15972,15973.5,-0.25,0.00%,158
"2023-11-27 01:16",15973.25,15974.5,15971.75,15974.5,1,+0.01%,180
"2023-11-27 01:17",15974.5,15974.5,15972.25,15973.25,-1.25,-0.01%,227
"2023-11-27 01:18",15972.75,15974,15972.25,15974,0.75,0.00%,205
"2023-11-27 01:19",15973.75,15974.5,15972.5,15973.75,-0.25,0.00%,162
"2023-11-27 01:20",15974.25,15977.5,15974.25,15976.75,3,+0.02%,375
"2023-11-27 01:21",15977,15978,15976.25,15977.5,0.75,0.00%,179
"2023-11-27 01:22",15977.25,15980.75,15977.25,15980.5,3,+0.02%,435
"2023-11-27 01:23",15980.25,15981,15979,15980.5,0,0.00%,451
"2023-11-27 01:24",15980.75,15982.25,15979.25,15979.5,-1.,-0.01%,317
"2023-11-27 01:25",15980,15980.75,15979,15979.75,0.25,0.00%,247
"2023-11-27 01:26",15980,15981.25,15979.75,15980.75,1,+0.01%,136
"2023-11-27 01:27",15980.75,15981,15979.25,15979.5,-1.25,-0.01%,299
"2023-11-27 01:28",15979.5,15980.25,15979,15980,0.5,0.00%,134
"2023-11-27 01:29",15979.75,15982,15979.25,15979.75,-0.25,0.00%,200
"2023-11-27 01:30",15979.75,15982,15979.25,15980.75,1,+0.01%,208
"2023-11-27 01:31",15981,15982.25,15980.75,15982,1.25,+0.01%,116
"2023-11-27 01:32",15982.25,15982.25,15980.5,15981.25,-0.75,0.00%,101
"2023-11-27 01:33",15980.5,15980.75,15978.25,15979.25,-2.,-0.01%,311
"2023-11-27 01:34",15979.5,15980.5,15979,15980,0.75,0.00%,76
"2023-11-27 01:35",15980,15982.5,15979.75,15982.25,2.25,+0.01%,136
"2023-11-27 01:36",15982.25,15982.75,15979.5,15980,-2.25,-0.01%,160
"2023-11-27 01:37",15980,15981.75,15979.75,15981,1,+0.01%,179
"2023-11-27 01:38",15981,15981.75,15981,15981,0,0.00%,39
"2023-11-27 01:39",15981.25,15981.75,15980.5,15981,0,0.00%,47
"2023-11-27 01:40",15981.5,15983,15981.5,15981.5,0.5,0.00%,120
"2023-11-27 01:41",15981.75,15981.75,15981.25,15981.25,-0.25,0.00%,58
"2023-11-27 01:42",15981.5,15982.5,15981.25,15982.25,1,+0.01%,52
"2023-11-27 01:43",15982,15982.5,15980.25,15980.75,-1.5,-0.01%,111
"2023-11-27 01:44",15981,15981,15977.5,15980,-0.75,0.00%,294
"2023-11-27 01:45",15979.75,15981.75,15979.5,15980.75,0.75,0.00%,193
"2023-11-27 01:46",15980.75,15982.25,15980.5,15980.5,-0.25,0.00%,108
"2023-11-27 01:47",15981,15981.25,15980,15980.5,0,0.00%,58
"2023-11-27 01:48",15980.5,15980.75,15979.25,15979.5,-1.,-0.01%,56
"2023-11-27 01:49",15979.75,15981.5,15979.75,15981,1.5,+0.01%,181
"2023-11-27 01:50",15981.25,15983.75,15981,15983.25,2.25,+0.01%,172
"2023-11-27 01:51",15983.75,15984,15982,15983.5,0.25,0.00%,178
"2023-11-27 01:52",15982.75,15983.5,15981.75,15983,-0.5,0.00%,76
"2023-11-27 01:53",15983,15984,15982.75,15984,1,+0.01%,41
"2023-11-27 01:54",15983.5,15985.25,15983.5,15984.5,0.5,0.00%,194
"2023-11-27 01:55",15985,15986.5,15984.5,15986,1.5,+0.01%,286
"2023-11-27 01:56",15986,15986.25,15985,15985.75,-0.25,0.00%,147
"2023-11-27 01:57",15986,15987.5,15985.5,15986,0.25,0.00%,230
"2023-11-27 01:58",15985.75,15987,15985,15985.75,-0.25,0.00%,108
"2023-11-27 01:59",15985,15985.25,15982.75,15984.5,-1.25,-0.01%,269
"2023-11-27 02:00",15984.5,15985.75,15981.75,15982.5,-2.,-0.01%,563
